courseUrl,job_name,name_company,upadte_date,rank,industry,amount,age,level,experience,salary,headquarters,Application_deadline,technical_requirements,welfare,describe
https://sieuthivieclam.vn/viec-lam/ke-toan-vien-CV2024-26885.html,KẾ TOÁN VIÊN(Mã:CV2024-26885),CÔNG TY TNHH XUẤT NHẬP KHẨU TÍN VĨ,Ngày cập nhật: 29/05/2024,Nhân viên,,2														(2 nữ),Dưới 40 tuổi,Trung cấp,Không yêu cầu,10.000.000VNĐ,Quận 4,,"['\n - Làm việc cho công ty chuyên về dịch vụ xuất nhập khẩu', '\n - Thời gian làm việc: giờ hành chánh từ Thứ 2 đến sáng Thứ 7', '\n ', '\n ', '\n ', '\n ']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-van-phong-CV2024-26854.html,NHÂN VIÊN VĂN PHÒNG(Mã:CV2024-26854),CÔNG TY TNHH SX THỰC PHẨM VIỆT NHI,Ngày cập nhật: 30/05/2024,Nhân viên,,1														(1 nữ),18 - 35,Trung học phổ thông,Không yêu cầu,Thoả thuận,Quận 6,,"['\n -\xa0 Nhận đơn hàng và nhập số liệu vào hệ thống', '\n -\xa0 Thống kê số lượng để đặt hàng', '\n -\xa0 Đối chiếu công nợ với khách hàng/nhà cung cấp', '\n -\xa0 Làm sổ sách và các chứng từ mua bán hàng', '\n -\xa0 Phối hợp với bộ phận có liên quan để xử lý đơn hàng, giải quyết các sự cố phát\xa0sinh liên quan đến khách hàng.']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-ban-hang-qua-dien-thoai-CV2024-26884.html,NHÂN VIÊN BÁN HÀNG QUA ĐIỆN THOẠI(Mã:CV2024-26884),CÔNG TY TNHH TƯ VẤN GIẢI PHÁP DOANH NGHIỆP TPC,Ngày cập nhật: 03/06/2024,Nhân viên,,100,0,Trung học phổ thông,Không yêu cầu,Thoả thuận,Quận 12,,"['\n - Tốt nghiệp THPT', '\n - Nam + Nữ: 22 – 35 tuổi', '\n - Có kinh nghiệm tư vấn và bán hàng từ 3 tháng trở lên: Sales, telesales, chăm sóc khách hàng …']",,
https://sieuthivieclam.vn/viec-lam/ke-toan-CV2024-26950.html,KẾ TOÁN(Mã:CV2024-26950),CÔNG TY LUẬT ALFA,Ngày cập nhật: 03/06/2024,Nhân viên,,2														(2 nữ),Dưới 25,Trung cấp,Không yêu cầu,Thoả thuận,Quận 1,,"['\n - Số lượng 02 nữ, dưới 25 tuổi,', '\n - Trình độ trung cấp, cao đẳng, đại học chuyên ngành kế toán', '\n - Ưu tiên ứng viên từng làm công việc kế toán hoặc từng thực tập công việc kế toán,', '\n - Giọng dễ nghe, ngoại hình ưa nhìn, trách nhiệm với công viejc, nhanh nhẹn, xử lý tình huống tốt.']",,
https://sieuthivieclam.vn/viec-lam/lao-dong-pho-thong-lap-rap-thiet-bi-bang-tai-CV2024-26952.html,LAO ĐỘNG PHỔ THÔNG LẮP RÁP THIẾT BỊ BĂNG TẢI(Mã:CV2024-26952),CÔNG TY TNHH LỰC HỒNG,Ngày cập nhật: 05/06/2024,Nhân viên,,0														(2 nam),0,Lao động phổ thông,Không yêu cầu,Thoả thuận,"Quận 12, Quận Gò Vấp",,"['\n - Số lượng: 2 Nam', '\n - Tuổi: Từ 18 – 45', '\n - Yêu cầu: có kinh nghiệm về mảng cơ khí, lắp rắp các thiết bị băng tải']",,
https://sieuthivieclam.vn/viec-lam/ky-su-ban-hang-du-an-son--kiem-vat-lieu-xay-dung--tro-ly-ban-hang--kiem-nhan-su--ky-su-ban-hang-bolt-lock--kiem-vat-lieu-xay-dung--ky-su-cao-cap--kiem-ho-tro-ban-hang-CV2022-26502.html,KỸ SƯ XÂY DỰNG(Mã:CV2022-26502),Công Ty TNHH HELIOS Industries,Ngày cập nhật: 08/06/2024,Nhân viên,,4,21 - 25 tuổi,Đại học,1,Thoả thuận,Quận Phú nhuận,,"['\n ', '\n Chịu trách nhiệm tư vấn & bán sơn bảo vệ kết cấu thép bằng cách phát triển và duy trì khách hàng, thu tiền thanh toán và chuẩn bị khuyến nghị kỹ thuật & thông số kỹ thuật để đảm bảo đạt được ngân sách và đáp ứng sự hài lòng của khách hàng về nhiệm vụ bán hàng và dịch vụ kỹ thuật, chăm sóc khách hàng sau bán hàng:', '\n - Bán hàng vật tư sơn cho dự án xây dựng/kết cấu thép\xa0\xa0', '\n - Đề xuất thông số kỹ thuật, báo giá, hợp đồng, báo cáo…', '\n - Duy trì và cập nhật cơ sở dữ liệu dự án để tiếp thị.', '\n ', '\n Chịu trách nhiệm hỗ trợ sales, hoạt động văn phòng, kiêm nhiệm HR và một số công việc được giao khác', '\n - Hỗ trợ các hoạt động của sales', '\n - Hỗ trợ hoạt động của văn phòng', '\n \xa0- Cập nhật cơ sở dữ liệu dự án để tiếp thị.', '\n ', '\n Chịu trách nhiệm bán vật tư xây dựng bằng cách cung cấp giải pháp cho bộ phận bảo trì nhà máy, phát triển và duy trì khách hàng, thu tiền thanh toán và chuẩn bị khuyến nghị kỹ thuật & thông số kỹ thuật để đảm bảo đạt được ngân sách và đáp ứng sự hài lòng của khách hàng về nhiệm vụ bán hàng và dịch vụ kỹ thuật, chăm sóc khách hàng sau bán hàng:', '\n - Bán hàng giải pháp giải pháp chống tháo bulong cho nhà máy / dự án', '\n - Đề xuất thông số kỹ thuật, báo giá, hợp đồng, báo cáo…', '\n - Duy trì và cập nhật cơ sở dữ liệu dự án để tiếp thị.', '\n ', '\n Chịu trách nhiệm kỹ thuật, thiết kế thép và BTCT, quản lý kỹ thuật', '\n - Tính toán thiết kế thép, BTCT', '\n - Chịu quản lý kỹ thuật chung', '\n - Hỗ trợ sales trong công tác tư vấn']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-giao-hang-shipper-cong-nghe-CV2024-26954.html,NHÂN VIÊN GIAO HÀNG (shipper ) VÀ TÀI XẾ XE TẢI.(Mã:CV2024-26954),CÔNG TY CỔ PHẦN GIAO HÀNG TIẾT KIỆM,Ngày cập nhật: 10/06/2024,Nhân viên,,50														(50 nam),18 - 45,Lao động phổ thông,Không yêu cầu,9.000.000VNĐ,Quận Tân Bình,,"['\n ', ': Giao nhận hàng hóa trong khu vực được phụ trách, có thu hộ tiền hàng và nộp về cho công ty, đơn hàng là những sản phẩm như: Quần áo, mỹ phẫm, phụ kiện….đóng gói.', '\n \xa0 \xa0 \xa0 \xa01. Cấp phát đồng phục miễn phí', '\n \xa0\xa0\xa0\xa0\xa0\xa0\xa0 2. Hỗ trợ chi phí làm hồ sơ', '\n \xa0\xa0\xa0\xa0\xa0\xa0\xa0 3. Xét ký HĐLĐ sau 1 tháng làm việc, tham gia chế độ bảo hiểm, công đoàn, thưởng lễ tết', '\n \xa0\xa0\xa0\xa0\xa0\xa0\xa0 4. Được đăng ký khu vực làm việc gần nhà, tiện đi lại']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-phong-dao-tao-CV2024-26956.html,NHÂN VIÊN PHÒNG ĐÀO TẠO(Mã:CV2024-26956),TRƯỜNG ĐOÀN LÝ TỰ TRỌNG,Ngày cập nhật: 10/06/2024,Nhân viên,,1,Dưới 35 tuổi,Đại học,1,Thoả thuận,Quận Thủ Đức,,"['\n - Làm việc tại Phòng đào tạo', '\n - Thời gian làm việc: Giờ hành chánh']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-phong-hop-tac-phat-trien-CV2024-26957.html,NHÂN VIÊN PHÒNG HỢP TÁC PHÁT TRIỂN(Mã:CV2024-26957),TRƯỜNG ĐOÀN LÝ TỰ TRỌNG,Ngày cập nhật: 10/06/2024,Nhân viên,,1,Dưới 35 tuổi,Đại học,Không yêu cầu,Thoả thuận,Quận Thủ Đức,,"['\n - Làm việc tại Phòng Hợp tác phát triển', '\n - Thời gian làm việc: Giờ hành chánh']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-phong-hanh-chanh-to-chuc-CV2024-26958.html,NHÂN VIÊN PHÒNG HÀNH CHÁNH TỔ CHỨC(Mã:CV2024-26958),TRƯỜNG ĐOÀN LÝ TỰ TRỌNG,Ngày cập nhật: 10/06/2024,Nhân viên,,1,Dưới 35 tuổi,Đại học,Không yêu cầu,Thoả thuận,Quận Thủ Đức,,"['\n - Làm việc tại phòng Hành chánh - Tổ chức', '\n - Thời gian làm việc: Giờ hành chánh']",,
https://sieuthivieclam.vn/viec-lam/giao-vien-CV2024-26959.html,GIÁO VIÊN(Mã:CV2024-26959),TRƯỜNG ĐOÀN LÝ TỰ TRỌNG,Ngày cập nhật: 10/06/2024,Nhân viên,,3,Dưới 40 tuổi,Đại học,Không yêu cầu,Thoả thuận,Quận Thủ Đức,,"['\n - Làm việc tại Trường Đoàn Lý Tự Trọng', '\n - Thời gian làm việc: Giờ hành chánh']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-phuc-vu-CV2024-26961.html,NHÂN VIÊN PHỤC VỤ(Mã:CV2024-26961),CÔNG TY TNHH KOUPLE,Ngày cập nhật: 12/06/2024,Nhân viên,,7														(4 nam - 3 nữ),18-25,Lao động phổ thông,Không yêu cầu,6.500.000VNĐ,Quận 7,,"['\n - Tuổi:18-25', '\n - Trung thực, chăm chỉ, đúng giờ, hòa đồng', '\n - Làm theo ca, ca xoay, làm được các ngày Thứ 7, CN, lễ, tết…', '\n - Thời gian: ca 1: 8h-15h – ca 2: 14h-22h', '\n \xa0']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-giao-hang-tai-tphcm-CV2024-26941.html,NHÂN VIÊN GIAO HÀNG TẠI TP.HCM(Mã:CV2024-26941),CTY TNHH CÔNG NGHIỆP THỰC PHẨM LIWAYWAY SÀI GÒN_Oishi,Ngày cập nhật: 14/06/2024,Nhân viên,,2														(2 nam),22-35,Lao động phổ thông,Không yêu cầu,8.450.000VNĐ,Quận 4,,['\n '],,
https://sieuthivieclam.vn/viec-lam/ky-su-xay-dung-chuyen-nganh-cap-nuoc-CV2024-26966.html,KỸ SƯ XÂY DỰNG (NGÀNH CẤP NƯỚC)(Mã:CV2024-26966),CÔNG TY TNHH CẤP NƯỚC TÓC TIÊN,Ngày cập nhật: 04/07/2024,Nhân viên,,3														(3 nam),0,Đại học,Không yêu cầu,10.000.000VNĐ,Bà Rịa - Vũng Tàu,,"['\n - Làm việc tại Thị xã Phú Mỹ, Tỉnh BRVT', '\n - Thời gian làm việc: Giờ hành chánh']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-phuc-vu-bep-CV2024-26968.html,NHÂN VIÊN PHỤC VỤ BẾP(Mã:CV2024-26968),CÔNG TY TNHH SUẤT ĂN CÔNG NGHIỆP HẢI YẾN,Ngày cập nhật: 11/07/2024,Nhân viên,,4														(2 nam - 2 nữ),18 - 35,Lao động phổ thông,Không yêu cầu,7.000.000VNĐ,Quận 7,,"['\n - Nhân viên phục vụ bếp: Làm việc từ 6h-15h00,', '\n - Công việc phụ trách:', '\n + Sơ chế, lặt rau, củ quả, phục vụ chia suất ăn, dọn rửa, vệ sinh bếp;', '\n + Dọn dẹp vệ sinh khu vực nhà ăn', '\n - Thời gian làm việc từ thứ 2 - thứ 7']",,
https://sieuthivieclam.vn/viec-lam/quan-ly-ky-tuc-xa-CV2024-26969.html,QUẢN LÝ KÝ TÚC XÁ(Mã:CV2024-26969),HỆ THỐNG GIÁO DỤC ATY,Ngày cập nhật: 12/07/2024,Nhân viên,,6														(4 nam - 2 nữ),0,Cao đẳng,1,15.000.000VNĐ,"Quận 12, Quận Tân Phú",,"['\n Tốt nghiệp Cao đẳng, Đại học, ưu tiên biết thể thao, tốt nghiệp loại khá giỏi có thể kèm học sinh môn Toán, Lý, Hóa, Anh...', '\n \xa0']",,
https://sieuthivieclam.vn/viec-lam/tu-van-vien--thuc-tap-sinh-tai-nhat-CV2024-26971.html,TƯ VẤN VIÊN / THỰC TẬP SINH TẠI NHẬT(Mã:CV2024-26971),TRUNG TÂM PHÁT TRIỂN NHÂN LỰC HITECO,Ngày cập nhật: 15/07/2024,Nhân viên,,20,0,Lao động phổ thông,Không yêu cầu,Thoả thuận,Quận Tân Bình,,"['\n 1/ NHÂN VIÊN TƯ VẤN (Thông dịch, làm hồ sơ, phỏng vấn, tư vấn...)', '\n - Nữ, cao từ 1.55m, có bằng tiếng Nhật N2, giao tiếp tốt tiếng Nhật, nhanh nhẹn, chu đáo, cẩn thận trong công việc', '\n - Mức lương: Trao đổi khi phỏng vấn', '\n - Tham gia bảo hiểm và các chế độ theo quy điịnh công ty', '\n 2/ TUYỂN LAO ĐỘNG LÀM VIỆC TẠI NHẬT BẢN', '\n - Tuyển lao động thực tập sinh, kỹ sư, du học, kỹ năng đặc định..', '\n - Các ngành nghề: May mặc, Thực phẩm, Cơ khí, Xây dựng, Logistic, Đóng gói, Điều dưỡng, In ấn, Hộ lý, Nông nghiệp, Chế biến thủy hải sản...', '\n * Yêu cầu:\xa0', '\n - Độ tuổi: Trên 18', '\n - Nam cao 1.60m, Nữ cao 1.55m trở lên', '\n - Sức khỏe tốt', '\n - Trình độ tốt nghiệp cấp 2 trở lên', '\n * Quyền lợi:', '\n - Mức lương thực lãnh: 28.000.000 - 40.000.000 đ/tháng', '\n - Tham gia đầy đủ chế độ bảo hiểm theo quy định', '\n - Thời hạn hợp đồng từ 03 năm trở lên', '\n - Sau 03 năm sẽ để dành được từ 600 triệu đến 800 triệu Đ', '\n - Sau khi về nước, HITECO hỗ trợ nhận lại tiền bảo hiểm từ 80 triệu đồng trở lên']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-bao-ve-CV2024-26973.html,NHÂN VIÊN BẢO VỆ(Mã:CV2024-26973),Cty TNHH TM – DV – TV  HIỆP THÀNH TÍN,Ngày cập nhật: 17/07/2024,Nhân viên,,6														(6 nam),25-55,Lao động phổ thông,Không yêu cầu,10.000.000VNĐ,Quận 1,,"['\n - Làm việc tại TP.HCM', '\n - Ca 12h – ca 24h', '\n - Lương: 7.000.000-10.000.000 đ/tháng', '\n - Chuyên môn và kinh nghiệm sẽ được đào tạo thêm', '\n - Có Căn Cước Công Dân', '\n \xa0']",,
https://sieuthivieclam.vn/viec-lam/tho-lam-toc-CV2024-26980.html,THỢ LÀM TÓC / LỄ TÂN(Mã:CV2024-26980),HAIR SALON BOBO,Ngày cập nhật: 23/07/2024,Nhân viên,,20														(20 nữ),Dưới 30 tuổi,Lao động phổ thông,Không yêu cầu,Thoả thuận,Quận 1,,"['\n - Trao đổi thêm khi phỏng vấn', '\n - Nhanh nhẹn, vui vẻ, lịch sự']",,
https://sieuthivieclam.vn/viec-lam/giup-viec-nha--bao-an-o--CV2024-26981.html,Giúp Việc Nhà ( Bao ăn ở )(Mã:CV2024-26981),Tư Nhân Nguyễn Thị Ánh,Ngày cập nhật: 26/07/2024,Nhân viên,,0														(1 nữ),Trên 45 tuổi,Lao động phổ thông,Không yêu cầu,6.000.000VNĐ,Quận 7,,"['\n 01 Đơn xin việc có dán ảnh', '\n 02 Bản sơ yếu lý lịch có công chứng xác nhận của UBND phường/xã', '\n Bản sao hộ khẩu, CMND có công chứng của UBND phường/xã xác nhận sao y bản chính', '\n Bản sao các văn bằng, chứng chỉ nghề liên quan có công chứng của UBND phường/xã xác nhận sao y bản chính', '\n 02 Tấm hình mới nhất khổ 3x4', '\n (Tất cả giấy tờ trên có thời hạn không quá 6 tháng kể từ ngày công chứng)']",,
https://sieuthivieclam.vn/viec-lam/nguyen-thi-thien-huong-CV2024-26977.html,GIÚP VIỆC NHÀ THEO GIỜ(Mã:CV2024-26977),GIA ĐÌNH CHỊ NGUYỄN THỊ THIÊN HƯƠNG,Ngày cập nhật: 29/07/2024,Nhân viên,,1														(1 nữ),22 - 35,Lao động phổ thông,Không yêu cầu,2.500.000VNĐ,Quận Gò Vấp,,"['\n Biết nấu ăn, biết làm việc nhà', '\n Nữ, từ 22-35 tuổi, ưu tiên sinh viên', '\n \xa0']",,
https://sieuthivieclam.vn/viec-lam/bao-ve--quan-ly-ky-tuc-xa--giao-vien-CV2024-26984.html,BẢO VỆ / QUẢN LÝ KÝ TÚC XÁ / GIÁO VIÊN(Mã:CV2024-26984),TRUNG TÂM GIÁO DỤC NGHỀ NGHIỆP GIÁO DỤC THƯỜNG XUYÊN QUẬN 1,Ngày cập nhật: 02/08/2024,Nhân viên,,10,0,Lao động phổ thông,Không yêu cầu,Thoả thuận,"Quận 1, Quận 12, Quận Tân Phú",,"['\n ', '\n - Số lượng cần tuyển: 04 nam', '\n - Thời gian làm việc: theo ca', '\n - Mức lương: 5.000.000 – 7.000.000 đ/tháng', '\n - Được hưởng đầy đủ chế độ theo quy định', '\n - Độ tuổi từ 30 đến 50, sức khỏe tốt, trung thực, siêng năng', '\n - Trình độ tốt nghiệp THCS/THPT. Có hộ khẩu hoặc KT3 tại Tp.HCM', '\n ', '\n ', '\n - Số lượng: 04, ưu tiên Nam', '\n - Tốt nghiệp Đại học, năng động, biết chơi thể thao', '\n - Mức lương: 15.000.000 đ/tháng', '\n - Làm việc tại Tân Phú, Quận 12', '\n ', '\n - Số lượng: 02 Nam/Nữ', '\n - Tốt nghiệp Đại học sư phạm hoặc phù hợp, có chứng chỉ giảng dạy', '\n - Mức lương khởi điểm: 100.000 – 150.000 đ/ tiết', '\n - Làm việc tại Tân Phú, Quận 12', '\n ', '\n - Có chứng chỉ giảng dạy, có kinh nghiệm, dạy giỏi thu hút học sinh', '\n - Mức lương khởi điểm: 100.000 – 150.000 đ/ tiết', '\n - Làm việc tại Tân Phú, Quận 12']",,
https://sieuthivieclam.vn/viec-lam/chuyen-vien-kinh-doanh-CV2024-26993.html,CHUYÊN VIÊN KINH DOANH(Mã:CV2024-26993),TỔNG CÔNG TY CỔ PHẦN NOVA SERVICE,Ngày cập nhật: 14/08/2024,Nhân viên,,10,0,Cao đẳng,Không yêu cầu,7.500.000VNĐ,Quận 1,,['\n - Thời gian làm việc: Giờ hành chánh'],,
https://sieuthivieclam.vn/viec-lam/nhan-vien-ky-thuat-CV2024-26998.html,NHÂN VIÊN KỸ THUẬT(Mã:CV2024-26998),CÔNG TY TNHH SƠN HÀ CT,Ngày cập nhật: 16/08/2024,Nhân viên,,1														(1 nam),25-45,Cao đẳng,2,Thoả thuận,Quận Gò Vấp,,"['\n ', '\n ', '\n ', '\n ', '\n ', '\n ', '\n ']",,
https://sieuthivieclam.vn/viec-lam/tap-vu-CV2024-26999.html,PHỤ QUÁN CƠM(Mã:CV2024-26999),QUÁN CƠM ANH VŨ,Ngày cập nhật: 26/08/2024,Nhân viên,,1														(1 nữ),38-45,Lao động phổ thông,Không yêu cầu,250.000VNĐ,Quận 1,,"['\n Tác phong gọn gàng', '\n Phụ bán giờ trưa', '\n Thời gian: 6h sáng- 4 giờ chiều', '\n Làm từ thứ 2- thứ 6', '\n Thứ 7, Chủ Nhật nghỉ']",,
https://sieuthivieclam.vn/viec-lam/phuc-vu-quan-bida-CV2024-27002.html,PHỤC VỤ QUÁN BIDA(Mã:CV2024-27002),KHÁNH BI CLUB,Ngày cập nhật: 26/08/2024,Nhân viên,,4														(2 nam - 2 nữ),18-25,Lao động phổ thông,Không yêu cầu,Thoả thuận,Quận 6,,"['\n 01 Đơn xin việc có dán ảnh', '\n 02 Bản sơ yếu lý lịch có công chứng xác nhận của UBND phường/xã', '\n Bản sao hộ khẩu, CMND có công chứng của UBND phường/xã xác nhận sao y bản chính', '\n Bản sao các văn bằng, chứng chỉ nghề liên quan có công chứng của UBND phường/xã xác nhận sao y bản chính', '\n 02 Tấm hình mới nhất khổ 3x4', '\n (Tất cả giấy tờ trên có thời hạn không quá 6 tháng kể từ ngày công chứng)']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-hanh-chanh-CV2024-27003.html,NHÂN VIÊN HÀNH CHÁNH(Mã:CV2024-27003),CÔNG TY XUẤT NHẬP KHẨU THUỐC LÁ,Ngày cập nhật: 26/08/2024,Nhân viên,,1														(1 nam),trên 20,Trung học phổ thông,Không yêu cầu,Thoả thuận,Quận 3,,"['\n Thời gian: hành chánh', '\n Phỏng vấn trao đổi cụ thể', '\n \xa0']",,
https://sieuthivieclam.vn/viec-lam/ke-toan-vien-CV2024-27004.html,KẾ TOÁN VIÊN(Mã:CV2024-27004),CÔNG TY TNHH XUẤT NHẬP KHẨU TÍN VĨ,Ngày cập nhật: 30/08/2024,Nhân viên,,2														(2 nữ),Dưới 40 tuổi,Trung cấp,Không yêu cầu,10.000.000VNĐ,Quận 4,,"['\n - Làm việc cho công ty chuyên về dịch vụ xuất nhập khẩu', '\n - Thời gian làm việc: giờ hành chánh từ Thứ 2 đến sáng Thứ 7', '\n ', '\n ', '\n ', '\n ']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-kinh-doanh-CV2024-26994.html,GIÁM ĐỐC/ TRƯỞNG PHÒNG KINH DOANH/ TƯ VẤN BẢO HIỂM(Mã:CV2024-26994),BẢO HIỂM CÔNG NGHỆ FWD,Ngày cập nhật: 10/09/2024,Nhân viên,,20,0,Trung học phổ thông,Không yêu cầu,Thoả thuận,Quận 3,,"['\n • Có sự yêu thích với kinh doanh, chưa có kinh nghiệm sẽ được đào tạo', '\n • Ưu tiên có kinh nghiệm làm việc trong lĩnh vực ngân hàng, tài chính, bảo hiểm, sales, tư vấn, bán hàng, chăm sóc khách hàng, là một lợi thế', '\n • Có khả năng thực hiện các kế hoạch kinh doanh', '\n \xa0']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-thu-mua-va-phat-trien-san-pham-CV2024-27006.html,NHÂN VIÊN THU MUA VÀ PHÁT TRIỂN SẢN PHẨM(Mã:CV2024-27006),GOLD FRUIT SÀI GÒN,Ngày cập nhật: 10/09/2024,Nhân viên,,2,0,Cao đẳng,1,8.000.000VNĐ,Quận Thủ Đức,,"['\n - Làm việc cho hệ thống cửa hàng kinh doanh trái cây', '\n - Nắm bắt nhu cầu và thực hiện mua hàng, kiểm soát chất lượng hàng theo đúng quy trình, thủ tục mua hàng, bao gồm hàng trong nước và nhập khẩu.', '\n - Thực hiện theo đúng hướng dẫn, quy trình phát triển sản phẩm mới', '\n - Chi tiết công việc được trao đổi chi tiết khi phỏng vấn.', '\n - Thời gian làm việc: 08:00 - 17:00, từ thứ 2 đến thứ 7.']",,
https://sieuthivieclam.vn/viec-lam/le-tan--kinh-doanh-CV2024-27008.html,LỄ TÂN / KINH DOANH(Mã:CV2024-27008),CÔNG TY TNHH MTV TM DV MỸ DI (CALLA SPA),Ngày cập nhật: 12/09/2024,Nhân viên,,5,Dưới 30 tuổi,Lao động phổ thông,Không yêu cầu,7.000.000VNĐ,Quận Phú nhuận,,"['\n - Làm việc cho Spa làm đẹp, chăm sóc da', '\n - Thời gian làm việc:\xa008g30 – 19g30 (Có nghỉ trưa giữa giờ)', '\n ', '\n - 03 Nữ, dưới 30 tuổi', '\n - Mức lương: Khởi điểm 7.000.000 đ/tháng + Thưởng', '\n - Được thưởng hoa hồng cao 2% - 4% nếu tư vấn thành công gói sản phẩm', '\n - Công ty hỗ trợ chổ ở cho ứng viên cần', '\n ', '\n - 02 Nữ, dưới 30 tuổi', '\n - Mức lương: Cơ bản 8.000.000 đ/tháng + hoa hồng 2% - 4%', '\n (Đảm bảo tổng thu nhập từ 20.000.000 – 30.000.000 đ/tháng)', '\n - Công ty hỗ trợ chổ ở cho ứng viên cần']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-kinh-doanh-CV2024-27010.html,NHÂN VIÊN KINH DOANH(Mã:CV2024-27010),CÔNG TY TNHH ALPHA VIỆT NAM,Ngày cập nhật: 13/09/2024,Nhân viên,,2														(1 nam - 1 nữ),25-45,Trung học phổ thông,Không yêu cầu,Thoả thuận,Quận Thủ Đức,,"['\n - Tiếng Nhật N 2', '\n - Tuổi: 25-40', '\n - Thời gian: hành chánh', '\n \xa0']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-phuc-vu-bao-an-o-CV2024-27013.html,NHÂN VIÊN PHỤC VỤ (BAO ĂN Ở)(Mã:CV2024-27013),QUÁN HỦ TIẾU MỰC ÔNG GIÀ CHÍNH GỐC,Ngày cập nhật: 16/09/2024,Nhân viên,,2														(2 nam),0,Lao động phổ thông,Không yêu cầu,Thoả thuận,Quận 1,,['\n - Thời gian làm việc: 6g00 – 21g00 (Nghỉ trưa 2 tiếng)'],,
https://sieuthivieclam.vn/viec-lam/nhan-vien-van-phong-CV2024-27014.html,NHÂN VIÊN VĂN PHÒNG(Mã:CV2024-27014),CÔNG TY TNHH SX THỰC PHẨM VIỆT NHI,Ngày cập nhật: 18/09/2024,Nhân viên,,1														(1 nữ),20 - 35,Trung cấp,Không yêu cầu,8.000.000VNĐ,Quận 6,,"['\n -\xa0 Nhận đơn hàng và nhập số liệu vào hệ thống', '\n -\xa0 Thống kê số lượng để đặt hàng', '\n -\xa0 Đối chiếu công nợ với khách hàng/nhà cung cấp', '\n -\xa0 Làm sổ sách và các chứng từ mua bán hàng', '\n -\xa0 Phối hợp với bộ phận có liên quan để xử lý đơn hàng, giải quyết các sự cố phát\xa0sinh liên quan đến khách hàng.']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-sale-thuc-tap-sinh-co-luong-cung-CV2024-27017.html,NHÂN VIÊN SALE/ THỰC TẬP SINH CÓ LƯƠNG CỨNG(Mã:CV2024-27017),CTY CP ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN PHƯƠNG ĐÔNG,Ngày cập nhật: 20/09/2024,Nhân viên,,60,24,Cao đẳng,Không yêu cầu,8.000.000VNĐ,Quận 2,,"['\n ✅Nhân viên kinh doanh bất động sản:', '\n - Có lương cứng, trao đổi cụ thể khi phỏng vấn', '\n ✅Thực tập sinh kinh doanh:', '\n - Có hỗ trợ lương cứng và dấu mộc', '\n - Trao đổi khi phỏng vấn.', '\n \xa0']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-ban-hang-CV2024-27019.html,NHÂN VIÊN BÁN HÀNG(Mã:CV2024-27019),SHOP PHỤ KIỆN THỜI TRANG,Ngày cập nhật: 25/09/2024,Nhân viên,,2														(2 nữ),Dưới 35 tuổi,Lao động phổ thông,Không yêu cầu,6.000.000VNĐ,Quận 1,,"['\n - Số lượng: 02 Nữ, dưới 35 tuổi', '\n - Biết Anh văn giao tiếp cơ bản', '\n - Siêng năng, chịu khó, lịch sự, vui vẻ']",,
https://sieuthivieclam.vn/viec-lam/dau-bep--phu-bep--phuc-vu-CV2024-27020.html,ĐẦU BẾP / PHỤ BẾP / PHỤC VỤ(Mã:CV2024-27020),QUÁN ĂN TÀI KÝ,Ngày cập nhật: 26/09/2024,Nhân viên,,6														(3 nam - 3 nữ),0,Lao động phổ thông,Không yêu cầu,Thoả thuận,Quận Bình Thạnh,,"['\n - Nhanh nhẹn, chịu khó']",,
https://sieuthivieclam.vn/viec-lam/nhan-vien-kinh-doanh-CV2024-27022.html,NHÂN VIÊN KINH DOANH(Mã:CV2024-27022),CÔNG TY TNHH TM DV TÂN PHONG VĨNH,Ngày cập nhật: 02/10/2024,Nhân viên,,5,Dưới 40 tuổi,Lao động phổ thông,1,8.000.000VNĐ,Quận Tân Phú,,"['\n - Làm việc cho công ty Kinh doanh Đèn LED, đèn quảng cáo, bán hàng online và offline', '\n - Thời gian làm việc: Giờ hành chánh, T2 – T7', '\n ', '\n ', '\n ']",,
